Member id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1080820,4,1,4,2,4,1,8,2,2,11,2,12,11900,23,820,1.92,517.39,6.89,0.9700,0.0000,0.0300,0.0000,0.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6470,0.1600,0.0300,0.3500,0.4500,0.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3500,0.0300
1080950,3,3,17,2,4,0,8,2,1,9,4,22,50895,42,6371.85,1.91,1211.79,12.52,0.9200,0.0500,0.0400,0.5600,0.0500,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.2880,0.2100,0.7400,0.0500,0.0000,0.7200,0.0800,0.0000,0.0200,0.0000,0.0300,0.1000,0.0000,0.0000,0.0500,0.0000
1081110,2,1,4,2,4,4,5,4,1,15,3,12,19350,27,1362.5,2.25,716.67,7.04,0.9100,0.0000,0.0900,0.1100,0.7300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1630,0.0500,0.2200,0.7300,0.0000,0.2000,0.0500,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.7300,0.0000
1081140,3,3,10,2,3,5,3,2,1,15,3,10,5325,24,749.5,2.4,221.88,14.08,0.9400,0.0000,0.0600,0.0000,0.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.5210,0.7000,0.0100,0.2800,0.0000,0.0400,0.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2800,0.0000
1081260,4,2,10,2,4,1,7,2,1,14,4,17,8775,27,1003,1.59,325,11.43,0.8700,0.1300,0.0000,0.1300,0.0000,0.0600,0.0000,0.0000,0.0000,0.0000,0.0200,0.7980,0.0400,0.9600,0.0000,0.0000,0.2700,0.6400,0.0200,0.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1081410,1,1,4,2,4,8,2,4,1,36,3,4,6400,22,624.5,5.5,290.91,9.76,1.0000,0.0000,0.0000,0.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.8900,0.0000,0.0160,0.0200,0.9800,0.0000,0.0000,0.0900,0.0000,0.8900,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1081490,3,1,4,2,4,3,6,2,2,19,3,7,16650,29,1625.5,4.14,574.14,9.76,1.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.7100,0.0000,0.0390,0.0000,1.0000,0.0000,0.0000,0.2600,0.0000,0.7100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300
1081530,2,1,8,2,4,5,5,1,1,22,6,29,15700,34,2055,1.17,461.76,13.09,0.9400,0.0300,0.0300,0.1100,0.0000,0.1100,0.0000,0.0000,0.0300,0.0300,0.0000,0.7100,0.2800,0.7000,0.0000,0.0200,0.5400,0.1000,0.0300,0.2400,0.0000,0.0000,0.0300,0.0000,0.0400,0.0000,0.0000
1081640,2,1,4,2,4,5,6,2,1,36,4,16,5775,24,1161,1.5,240.63,20.1,0.9300,0.0700,0.0000,0.1700,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000,0.1300,0.6710,0.8000,0.2000,0.0000,0.0000,0.6100,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0600
1081720,1,0,0,0,2,0,0,5,0,0,1,1,400,1,42,1,400,10.5,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1081820,3,2,10,2,4,3,5,4,1,14,2,15,13200,44,1131.5,2.93,300,8.57,0.9000,0.0700,0.0300,0.0000,0.5600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4430,0.3300,0.1200,0.5600,0.0000,0.0200,0.1100,0.0100,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000,0.5600,0.0000
1081850,4,1,10,2,4,4,5,4,2,9,5,26,28575,61,2688.75,2.35,468.44,9.41,0.9200,0.0300,0.0600,0.2900,0.3500,0.0100,0.0000,0.0000,0.0000,0.0000,0.0200,0.3380,0.1400,0.5100,0.3500,0.0100,0.4700,0.0700,0.0400,0.0200,0.0500,0.0100,0.0000,0.0000,0.0000,0.3500,0.0000
1081900,2,2,17,2,4,5,5,4,1,12,3,4,16350,22,1091.5,5.5,743.18,6.68,1.0000,0.0000,0.0000,0.0300,0.8900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0830,0.0600,0.0600,0.8900,0.0000,0.0600,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8900,0.0000
1082020,4,3,10,2,2,4,9,2,1,11,2,2,22050,24,2153.5,12,918.75,9.77,0.9500,0.0000,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9900,0.0100,0.0000,0.0100,0.9900,0.0000,0.0000,0.0000,0.0100,0.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1082110,4,3,10,2,3,3,3,4,1,4,4,11,7775,36,576,3.27,215.97,7.41,0.9900,0.0000,0.0100,0.0800,0.6200,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.2030,0.0000,0.3400,0.6400,0.0100,0.1900,0.1600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6400,0.0000
1082190,3,3,10,2,2,5,7,1,1,11,3,16,19975,31,1544,1.94,644.35,7.73,0.9700,0.0300,0.0000,0.0000,0.5900,0.0000,0.0000,0.0000,0.0500,0.0000,0.0000,0.3690,0.0100,0.2500,0.7100,0.0400,0.0400,0.2000,0.0000,0.0000,0.0100,0.0000,0.0500,0.0000,0.0000,0.7100,0.0000
1082210,4,3,10,2,2,1,4,4,1,17,4,26,17695,59,1369.5,2.27,299.92,7.74,0.9600,0.0000,0.0400,0.0100,0.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.3270,0.1600,0.0200,0.8200,0.0100,0.0300,0.1300,0.0200,0.0000,0.0100,0.0000,0.0000,0.0100,0.0000,0.8000,0.0100
1082260,4,0,0,0,3,0,0,5,0,0,4,6,11125,17,741.5,2.83,654.41,6.67,1.0000,0.0000,0.0000,0.0000,0.8400,0.0000,0.1400,0.0000,0.0000,0.0000,0.0100,0.0130,0.0100,0.1500,0.8400,0.0000,0.1400,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.8400,0.0000
1085080,4,3,10,2,4,4,5,4,1,11,1,1,23250,23,1317.5,23,1010.87,5.67,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
1085220,4,0,0,0,4,0,0,5,0,0,1,1,225,1,42,1,225,18.67,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1085230,2,3,10,2,4,5,6,4,1,13,5,30,11375,47,1408,1.57,242.02,12.38,0.9300,0.0700,0.0000,0.3100,0.1100,0.0000,0.0700,0.0900,0.0000,0.0000,0.0000,0.4260,0.3000,0.4800,0.1200,0.0900,0.7000,0.0000,0.0400,0.0200,0.0000,0.0000,0.0000,0.0000,0.0900,0.1200,0.0300
1085290,3,1,10,2,4,4,2,4,1,18,5,30,9500,55,1228.5,1.83,172.73,12.93,0.9200,0.0000,0.0800,0.1900,0.0000,0.2600,0.0200,0.0000,0.0000,0.0600,0.0000,0.4610,0.2400,0.7100,0.0000,0.0600,0.4000,0.0000,0.1300,0.3300,0.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1085340,4,3,17,2,4,4,4,4,1,12,2,17,9700,24,790,1.41,404.17,8.14,0.7700,0.2300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.9920,0.0800,0.0800,0.2900,0.5500,0.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.2900,0.0000
1085460,1,1,10,2,4,5,3,4,1,15,4,11,7150,30,899.5,2.73,238.33,12.58,0.8000,0.0600,0.1400,0.7100,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0200,0.2590,0.2300,0.7700,0.0000,0.0000,0.7600,0.0200,0.0000,0.0000,0.0000,0.1900,0.0300,0.0000,0.0000,0.0000,0.0000
1085480,4,3,10,2,4,2,4,4,1,8,5,10,14525,34,1349,3.4,427.21,9.29,0.8000,0.0300,0.1700,0.0000,0.7300,0.0000,0.0000,0.0800,0.0300,0.0300,0.0000,0.1240,0.2000,0.0700,0.7300,0.0000,0.0800,0.0100,0.0300,0.0200,0.0000,0.0200,0.0300,0.0000,0.0800,0.7300,0.0000
1085530,3,3,10,2,4,7,3,4,1,13,6,12,6050,21,533.5,1.75,288.1,8.82,1.0000,0.0000,0.0000,0.1700,0.4200,0.0600,0.0000,0.0000,0.0000,0.0200,0.0100,0.3220,0.0900,0.4900,0.4200,0.0000,0.2600,0.0600,0.0900,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.4200,0.1000
1085590,4,3,10,2,4,4,8,4,0,13,3,8,5900,8,385,1,737.5,6.53,1.0000,0.0000,0.0000,0.1000,0.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5930,0.0000,0.1000,0.9000,0.0000,0.1000,0.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7600,0.0000
1085630,3,3,10,2,4,4,2,4,2,11,1,1,4275,15,548,15,285,12.82,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1090040,2,3,10,2,3,6,2,4,1,34,2,11,9525,24,1238.5,2.18,396.88,13,1.0000,0.0000,0.0000,0.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6850,0.7800,0.2200,0.0000,0.0000,0.3800,0.0000,0.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1094030,3,3,10,2,4,4,2,4,1,13,3,14,6225,24,789,1.71,259.38,12.67,0.9600,0.0000,0.0400,0.4600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0.4940,0.3100,0.2400,0.0000,0.4500,0.7700,0.0000,0.0500,0.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1094070,1,0,0,0,2,0,0,5,0,0,1,1,1800,1,183,1,1800,10.17,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1095130,2,3,10,2,3,5,3,2,1,32,5,49,7575,69,1045,1.41,109.78,13.8,0.7000,0.2600,0.0400,0.1500,0.0000,0.0500,0.0800,0.0000,0.0100,0.0000,0.0000,0.7160,0.4500,0.4900,0.0000,0.0600,0.4200,0.0800,0.0300,0.3600,0.0500,0.0000,0.0100,0.0100,0.0000,0.0000,0.0300
1095140,1,0,0,0,1,0,0,5,0,0,3,6,2500,6,214.5,1,416.67,8.58,1.0000,0.0000,0.0000,0.1200,0.3600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5200,0.0000,0.6400,0.3600,0.0000,0.1200,0.5200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3600,0.0000
1095150,4,3,5,2,4,4,4,4,1,12,6,31,21300,53,2452,1.71,401.89,11.51,0.7700,0.1000,0.1400,0.2400,0.1100,0.0500,0.0000,0.0000,0.0000,0.0100,0.0200,0.5720,0.1200,0.6500,0.1100,0.1200,0.4400,0.0500,0.2900,0.0600,0.0300,0.0000,0.0000,0.0200,0.0000,0.1100,0.0000
1095220,3,3,10,2,2,5,5,3,1,11,3,13,14450,30,1582.5,2.31,481.67,10.95,0.9800,0.0000,0.0200,0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.8930,0.0800,0.9200,0.0000,0.0000,0.9300,0.0500,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1095330,4,1,10,2,2,5,5,2,1,16,2,6,9700,25,1067.5,4.17,388,11.01,1.0000,0.0000,0.0000,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2470,0.0400,0.9600,0.0000,0.0000,0.9500,0.0200,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1097180,3,3,10,2,3,5,4,2,1,28,4,16,13900,43,1602,2.69,323.26,11.53,1.0000,0.0000,0.0000,0.6300,0.0000,0.0000,0.0400,0.0000,0.0300,0.0000,0.0000,0.2910,0.1900,0.8100,0.0000,0.0000,0.7200,0.1200,0.0000,0.0000,0.1300,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000
1097370,4,3,10,2,2,4,5,2,1,11,3,12,17175,28,1370.5,2.33,613.39,7.98,0.7000,0.2700,0.0300,0.0000,0.4500,0.0000,0.0000,0.0000,0.1600,0.0000,0.0000,0.3840,0.0100,0.1600,0.5100,0.3200,0.3200,0.0000,0.0100,0.0000,0.0000,0.0000,0.1600,0.0000,0.0000,0.5100,0.0000
1097410,3,3,10,2,2,4,12,2,1,27,5,14,23775,18,2636,1.29,1320.83,11.09,1.0000,0.0000,0.0000,0.5300,0.0000,0.0400,0.0500,0.0000,0.0100,0.0000,0.0000,0.3710,0.1000,0.8400,0.0000,0.0600,0.8200,0.0300,0.0000,0.1300,0.0000,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000
1097450,4,3,10,2,2,4,4,4,1,9,5,25,10050,36,1025,1.44,279.17,10.2,0.9100,0.0900,0.0000,0.1300,0.2400,0.1300,0.0000,0.0000,0.1500,0.0000,0.0000,0.3560,0.0800,0.4400,0.2700,0.2100,0.4000,0.0000,0.0200,0.1600,0.0000,0.0000,0.1500,0.0000,0.0000,0.2700,0.0000
1097530,3,2,10,2,4,5,5,4,1,14,2,4,8650,18,1548,4.5,480.56,17.9,0.9000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9700,0.0290,0.9900,0.0100,0.0000,0.0000,0.0200,0.9700,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1097540,4,3,10,2,2,5,4,1,1,13,4,10,6625,18,689.5,1.8,368.06,10.41,1.0000,0.0000,0.0000,0.0600,0.0000,0.0000,0.0900,0.0000,0.0200,0.0000,0.0000,0.8260,0.0600,0.9400,0.0000,0.0000,0.9200,0.0000,0.0600,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000
1100100,2,2,10,2,4,4,2,4,1,9,7,22,8225,40,1014.5,1.82,205.63,12.33,0.8600,0.1400,0.0000,0.1800,0.0400,0.0000,0.1000,0.0100,0.2800,0.0000,0.0400,0.3560,0.3900,0.5700,0.0400,0.0000,0.2800,0.0400,0.1400,0.0000,0.2200,0.0000,0.2800,0.0000,0.0100,0.0400,0.0000
1100120,3,2,10,2,2,4,6,2,1,8,5,16,16850,27,1872,1.69,624.07,11.11,0.9600,0.0400,0.0000,0.6000,0.0000,0.0000,0.0000,0.0000,0.0300,0.0100,0.0200,0.3470,0.0500,0.9500,0.0000,0.0000,0.9300,0.0400,0.0100,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000
1100290,3,3,10,2,3,2,3,4,1,31,6,40,19325,47,2188.25,1.18,411.17,11.32,0.9000,0.0800,0.0200,0.0600,0.0000,0.0300,0.0000,0.0000,0.0100,0.0100,0.0100,0.8780,0.3400,0.6500,0.0200,0.0000,0.3300,0.0700,0.0100,0.1000,0.0200,0.0200,0.0100,0.0000,0.0000,0.0000,0.4500
1100420,4,1,10,2,4,4,5,4,1,13,2,6,11800,26,1339.5,4.33,453.85,11.35,1.0000,0.0000,0.0000,0.8400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1610,0.1200,0.8800,0.0000,0.0000,0.9700,0.0000,0.0100,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1100460,3,3,4,2,3,5,5,4,1,19,4,15,15510,32,1481.5,2.13,484.69,9.55,0.9900,0.0100,0.0000,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.2400,0.0100,0.4760,0.0400,0.6900,0.2600,0.0000,0.4200,0.3100,0.2600,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1100470,4,3,10,2,3,4,4,4,2,12,3,8,11800,25,1192.5,3.13,472,10.11,0.8700,0.0300,0.0900,0.6400,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2630,0.0100,0.8600,0.1000,0.0300,0.8900,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000
1100490,2,3,10,2,2,4,5,2,1,28,5,18,12925,28,1112.5,1.56,461.61,8.61,1.0000,0.0000,0.0000,0.1700,0.3600,0.0100,0.0000,0.0000,0.0000,0.0200,0.0000,0.4350,0.0200,0.6200,0.3600,0.0000,0.3900,0.2000,0.0400,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.3600,0.0000
1100510,1,2,10,2,4,7,4,4,1,18,6,25,9025,32,1930,1.28,282.03,21.39,1.0000,0.0000,0.0000,0.0600,0.0500,0.0000,0.0000,0.1000,0.0300,0.0000,0.0500,0.7090,0.6500,0.2700,0.0700,0.0000,0.4100,0.0800,0.0000,0.0500,0.0000,0.2500,0.0300,0.0000,0.1000,0.0700,0.0000
1100620,3,3,10,2,3,4,5,2,1,14,4,17,38925,32,4863,1.88,1216.41,12.49,0.9800,0.0000,0.0200,0.1200,0.0000,0.0000,0.0300,0.0000,0.3000,0.0000,0.0000,0.5540,0.1400,0.8000,0.0000,0.0600,0.4800,0.1700,0.0200,0.0300,0.0000,0.0000,0.3000,0.0000,0.0000,0.0000,0.0000
1100790,3,3,10,2,4,4,3,4,1,28,3,16,22500,25,2455.25,1.56,900,10.91,1.0000,0.0000,0.0000,0.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.1100,0.0000,0.8070,0.1100,0.8900,0.0000,0.0000,0.7700,0.0400,0.1900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1100860,2,1,5,2,1,7,2,4,1,19,3,8,6925,17,744,2.13,407.35,10.74,1.0000,0.0000,0.0000,0.4900,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.4770,0.4800,0.5200,0.0000,0.0000,0.9000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1100910,1,2,10,2,4,7,4,4,1,29,3,21,8800,41,1041.5,1.95,214.63,11.84,0.8400,0.1600,0.0000,0.0000,0.0000,0.1400,0.2300,0.0000,0.0000,0.0000,0.0000,0.6280,0.0700,0.9300,0.0000,0.0000,0.4600,0.3400,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1101030,1,1,13,2,4,7,5,4,1,19,2,15,13675,30,1394,2,455.83,10.19,0.9600,0.0200,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3400,0.0000,0.6640,0.2400,0.7600,0.0000,0.0000,0.0200,0.0400,0.7600,0.0000,0.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1101070,2,1,4,2,3,5,5,2,1,20,2,8,12200,25,1421,3.13,488,11.65,0.7500,0.2100,0.0400,0.0000,0.0000,0.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.5940,0.2800,0.4100,0.0000,0.3100,0.3900,0.0000,0.0000,0.5900,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1101080,3,3,10,2,4,4,4,4,1,18,3,34,16600,54,2204,1.59,307.41,13.28,0.9400,0.0600,0.0000,0.2900,0.0000,0.1900,0.0000,0.0000,0.0000,0.0000,0.0000,0.5260,0.4100,0.5500,0.0000,0.0400,0.4300,0.0100,0.0400,0.3200,0.1800,0.0100,0.0000,0.0000,0.0000,0.0000,0.0100
1104070,2,3,10,2,4,5,6,3,1,16,7,29,12675,50,1657.5,1.72,253.5,13.08,0.9800,0.0200,0.0000,0.0200,0.0200,0.0200,0.0000,0.0400,0.0300,0.3400,0.0000,0.5310,0.3700,0.6000,0.0200,0.0100,0.1300,0.1100,0.6000,0.0200,0.0200,0.0100,0.0300,0.0000,0.0700,0.0200,0.0000
1104230,4,3,10,2,3,5,7,2,1,16,3,8,6900,16,712,2,431.25,10.32,1.0000,0.0000,0.0000,0.8300,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,0.1300,0.0300,0.8700,0.0000,0.1000,0.9300,0.0000,0.0000,0.0000,0.0300,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000
1104380,3,0,0,0,2,0,0,5,0,0,1,2,900,2,104,1,450,11.56,0.6700,0.0000,0.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.6700,0.0000,0.3300,0.3300,0.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1104490,2,1,5,2,4,4,15,2,1,10,3,8,48500,28,5425,3.5,1732.14,11.19,0.9500,0.0500,0.0000,0.7900,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1760,0.0900,0.8600,0.0300,0.0200,0.9500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0300,0.0000
1104510,4,3,17,1,3,3,6,2,2,11,2,10,18200,38,1409.5,3.8,478.95,7.74,0.9200,0.0400,0.0400,0.0000,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9510,0.1000,0.0300,0.0500,0.8200,0.8200,0.0300,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000
1104630,4,3,10,2,3,5,4,4,1,19,6,18,11100,34,865.5,1.89,326.47,7.8,0.8200,0.0900,0.0900,0.0500,0.0500,0.0000,0.0000,0.0000,0.0100,0.0200,0.0200,0.8560,0.1400,0.0800,0.0500,0.7300,0.8900,0.0200,0.0200,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0500,0.0100
1104740,3,3,10,2,2,5,5,2,1,11,5,17,24435,29,2583,1.71,842.59,10.57,1.0000,0.0000,0.0000,0.7000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0700,0.0200,0.1870,0.0600,0.9200,0.0200,0.0000,0.8700,0.0200,0.0700,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000
1105040,2,3,10,2,3,5,5,2,2,13,4,18,19275,31,1889,1.72,621.77,9.8,0.9900,0.0100,0.0000,0.0500,0.0200,0.0000,0.0600,0.0000,0.0000,0.0000,0.0000,0.8750,0.3000,0.6900,0.0200,0.0000,0.1200,0.0200,0.3100,0.0000,0.0700,0.0000,0.0000,0.0000,0.0000,0.0200,0.4700
1105100,4,0,0,0,2,0,0,5,0,0,5,20,9325,27,945.5,1.35,345.37,10.14,0.9800,0.0200,0.0000,0.1300,0.0000,0.0200,0.1200,0.0000,0.0000,0.0900,0.0000,0.6430,0.2000,0.5000,0.0000,0.2900,0.7500,0.0800,0.0900,0.0400,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1105130,1,3,12,2,3,7,5,2,2,14,4,23,8125,38,720,1.65,213.82,8.86,0.9400,0.0200,0.0500,0.0400,0.3500,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.6000,0.1300,0.4400,0.4000,0.0300,0.1600,0.3700,0.0300,0.0400,0.0100,0.0000,0.0000,0.0000,0.0000,0.4000,0.0000
1105150,3,3,10,2,4,5,4,4,1,17,5,16,10800,30,1215,1.88,360,11.25,1.0000,0.0000,0.0000,0.6000,0.0400,0.0000,0.2200,0.0000,0.0000,0.0000,0.0500,0.0830,0.1400,0.8100,0.0400,0.0000,0.8600,0.0600,0.0100,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000
1105250,2,3,10,2,2,7,5,1,1,13,6,29,13750,56,1472.75,1.93,245.54,10.71,0.9600,0.0400,0.0000,0.2700,0.2100,0.0000,0.0000,0.0100,0.0000,0.0600,0.0200,0.4420,0.1900,0.6100,0.2100,0.0000,0.3300,0.3200,0.0700,0.0100,0.0400,0.0000,0.0000,0.0100,0.0100,0.2100,0.0000
1105370,4,3,5,2,3,4,6,3,1,16,3,20,12275,40,1904.5,2,306.88,15.52,0.9500,0.0000,0.0500,0.0700,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.9270,0.6300,0.3700,0.0000,0.0000,0.0700,0.8200,0.0100,0.0000,0.0400,0.0400,0.0100,0.0000,0.0000,0.0000,0.0100
1105400,3,3,10,2,2,5,4,2,1,30,4,23,11425,33,1318.5,1.43,346.21,11.54,0.8200,0.1800,0.0000,0.0000,0.0800,0.0000,0.0000,0.0000,0.0200,0.0300,0.0000,0.8750,0.3200,0.6000,0.0800,0.0000,0.2000,0.0700,0.3300,0.0600,0.0000,0.0000,0.0200,0.0000,0.0200,0.0800,0.2200
1105580,2,1,16,2,2,5,3,2,1,23,4,12,6500,25,957,2.08,260,14.72,0.9300,0.0700,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0500,0.0000,0.0100,0.7460,0.5300,0.4700,0.0000,0.0000,0.0500,0.2400,0.1600,0.5100,0.0000,0.0000,0.0500,0.0000,0.0000,0.0000,0.0000
1105630,3,1,10,2,3,5,4,4,1,16,3,17,10000,40,1077.5,2.35,250,10.78,0.9800,0.0000,0.0200,0.5600,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3650,0.2300,0.7000,0.0800,0.0000,0.7000,0.0000,0.0800,0.0000,0.1500,0.0000,0.0000,0.0000,0.0000,0.0800,0.0000
1105830,2,3,10,2,2,5,4,2,1,18,2,18,10925,22,1153,1.22,496.59,10.55,0.8100,0.1500,0.0400,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9450,0.3500,0.1500,0.0000,0.5000,0.6100,0.0500,0.0800,0.2300,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000
